Proccess,ID,Target,F1mean,F1std,ROCmean,ROCstd
1a,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1076,0.0508,0.0917,0.0522
1a,['S2'],Y1,0.458,0.0807,0.4273,0.0581
1a,['S2' 'S3'],Y1,0.4712,0.0929,0.4176,0.0624
1a,['S2' 'S3' 'C5~'],Y1,0.4683,0.082,0.4283,0.049
1a,['S2' 'S3' 'C5~' 'pos_word_ratio'],Y1,0.443,0.0478,0.4108,0.0456
1a,['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y1,0.4544,0.0589,0.404,0.0409
1a,['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'],Y1,0.4537,0.0511,0.403,0.0399
1a,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y1,0.45,0.0505,0.4011,0.0427
1a,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y1,0.4512,0.072,0.4014,0.0621
1a,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4514,0.052,0.3947,0.0586
1a,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1076,0.0508,0.0921,0.0549
1a,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1076,0.0508,0.0926,0.0547
1a,['S3'],Y1,0.4893,0.0435,0.4725,0.0428
1a,['S3' 'C5~'],Y1,0.4879,0.0528,0.4674,0.0584
1a,['S3' 'C5~' 'pos_word_ratio'],Y1,0.4889,0.0545,0.4409,0.0464
1a,['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y1,0.4504,0.0588,0.4016,0.0331
1a,['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'],Y1,0.4544,0.0616,0.3999,0.0301
1a,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y1,0.4496,0.0697,0.3968,0.0329
1a,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y1,0.4586,0.0819,0.403,0.066
1a,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4426,0.0501,0.392,0.0532
1a,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0961,0.058
1a,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0961,0.0577
1a,['C5~'],Y1,0.4765,0.0681,0.4677,0.0823
1a,['C5~' 'pos_word_ratio'],Y1,0.4973,0.0505,0.4441,0.0526
1a,['C5~' 'pos_word_ratio' 'neg_word_ratio'],Y1,0.441,0.0655,0.3978,0.0256
1a,['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'],Y1,0.4389,0.0777,0.3951,0.0229
1a,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y1,0.4381,0.0771,0.3948,0.026
1a,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y1,0.4321,0.0602,0.3998,0.0486
1a,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4464,0.0257,0.3909,0.0472
1a,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1061,0.0502,0.099,0.0576
1a,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0989,0.0576
1a,['pos_word_ratio'],Y1,0.5081,0.0591,0.441,0.0659
1a,['pos_word_ratio' 'neg_word_ratio'],Y1,0.4609,0.0557,0.3831,0.0456
1a,['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'],Y1,0.4552,0.0577,0.386,0.0467
1a,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y1,0.4468,0.0699,0.3861,0.0385
1a,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y1,0.4292,0.0545,0.3897,0.0575
1a,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4261,0.0328,0.3828,0.0536
1a,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0926,0.0487
1a,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0928,0.0489
1a,['neg_word_ratio'],Y1,0.4643,0.0863,0.393,0.0663
1a,['neg_word_ratio' 'sales_share_ratio'],Y1,0.4745,0.0848,0.3972,0.0659
1a,['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio'],Y1,0.4676,0.0904,0.393,0.0678
1a,['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'],Y1,0.4633,0.0693,0.3924,0.0834
1a,"['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y1,0.4328,0.0539,0.3864,0.0643
1a,"['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0967,0.0542
1a,"['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0962,0.0531
1a,['sales_share_ratio'],Y1,0.7072,0.1801,0.5365,0.0788
1a,['sales_share_ratio' 'sharesoff_shareout_ratio'],Y1,0.5776,0.1051,0.4782,0.0766
1a,['sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'],Y1,0.6746,0.1033,0.4468,0.0837
1a,['sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~'],Y1,0.4232,0.0467,0.4157,0.0578
1a,['sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~'],Y1,0.1061,0.0502,0.1202,0.0562
1a,['sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS'],Y1,0.1061,0.0502,0.1205,0.0561
1a,['sharesoff_shareout_ratio'],Y1,0.5715,0.1278,0.4661,0.0841
1a,['sharesoff_shareout_ratio' 'C2'],Y1,0.698,0.1066,0.438,0.0842
1a,['sharesoff_shareout_ratio' 'C2' 'C3~'],Y1,0.4256,0.0512,0.4203,0.0648
1a,['sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~'],Y1,0.1061,0.0502,0.1309,0.0605
1a,['sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS'],Y1,0.1061,0.0502,0.1318,0.0605
1a,['C2'],Y1,0.7503,0.1119,0.4751,0.0597
1a,['C2' 'C3~'],Y1,0.4248,0.0513,0.4389,0.0572
1a,['C2' 'C3~' 'C6~'],Y1,0.1061,0.0502,0.1182,0.0591
1a,['C2' 'C3~' 'C6~' 'bin_EPS'],Y1,0.1061,0.0502,0.1202,0.0578
1a,['C3~'],Y1,0.432,0.04,0.4389,0.0426
1a,['C3~' 'C6~'],Y1,0.1061,0.0502,0.1308,0.0558
1a,['C3~' 'C6~' 'bin_EPS'],Y1,0.1061,0.0502,0.1322,0.0562
1a,['C6~'],Y1,0.1061,0.0502,0.1147,0.0486
1a,['C6~' 'bin_EPS'],Y1,0.1061,0.0502,0.12,0.0553
1a,['bin_EPS'],Y1,0.4308,0.0396,0.4345,0.0422
1a,['C1'],Y2,0.4956,0.0742,0.4941,0.0329
1a,['C1' 'C4'],Y2,0.4582,0.0538,0.4444,0.0485
1a,['C1' 'C4' 'C5'],Y2,0.4616,0.0607,0.4455,0.0441
1a,['C1' 'C4' 'C5' 'C6'],Y2,0.4507,0.0497,0.4388,0.0374
1a,['C1' 'C4' 'C5' 'C6' 'T1'],Y2,0.4521,0.0389,0.4407,0.0472
1a,['C1' 'C4' 'C5' 'C6' 'T1' 'T2'],Y2,0.4541,0.0461,0.431,0.039
1a,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3'],Y2,0.4584,0.041,0.4255,0.0352
1a,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4'],Y2,0.4547,0.0434,0.4289,0.0301
1a,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5'],Y2,0.4538,0.0451,0.4322,0.0343
1a,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y2,0.4474,0.0465,0.4149,0.0456
1a,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y2,0.4299,0.0474,0.3974,0.0333
1a,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y2,0.4267,0.03,0.4032,0.0387
1a,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y2,0.4294,0.0396,0.3937,0.0489
1a,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio']",Y2,0.4308,0.0505,0.3961,0.0516
1a,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio']",Y2,0.4353,0.0508,0.3968,0.0476
1a,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio']",Y2,0.4276,0.0391,0.397,0.0474
1a,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y2,0.4287,0.0452,0.3927,0.0487
1a,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y2,0.4224,0.0575,0.3888,0.0509
1a,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4205,0.0598,0.3773,0.0608
1a,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4112,0.0551,0.3379,0.0567
1a,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4236,0.0592,0.3464,0.0532
1a,['C4'],Y2,0.4539,0.0409,0.446,0.0469
1a,['C4' 'C5'],Y2,0.4603,0.0484,0.4492,0.0404
1a,['C4' 'C5' 'C6'],Y2,0.4694,0.0432,0.4316,0.042
1a,['C4' 'C5' 'C6' 'T1'],Y2,0.4647,0.0414,0.4336,0.0479
1a,['C4' 'C5' 'C6' 'T1' 'T2'],Y2,0.4544,0.0509,0.4276,0.045
1a,['C4' 'C5' 'C6' 'T1' 'T2' 'T3'],Y2,0.4592,0.0359,0.4288,0.0498
1a,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4'],Y2,0.4614,0.0481,0.4302,0.0372
1a,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5'],Y2,0.4543,0.0418,0.4265,0.0363
1a,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y2,0.4485,0.0495,0.4165,0.0436
1a,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y2,0.4358,0.0447,0.3952,0.0459
1a,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y2,0.4367,0.0525,0.3906,0.0443
1a,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y2,0.4279,0.0487,0.3952,0.0478
1a,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio']",Y2,0.4289,0.0541,0.3979,0.0473
1a,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio']",Y2,0.4384,0.046,0.4024,0.0518
1a,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio']",Y2,0.4387,0.0388,0.4029,0.0537
1a,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y2,0.4419,0.0447,0.4005,0.0542
1a,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y2,0.4323,0.0293,0.4003,0.053
1a,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4233,0.058,0.3744,0.0634
1a,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4149,0.0625,0.3468,0.0539
1a,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4186,0.0639,0.3501,0.052
1a,['C5'],Y2,0.5978,0.2195,0.5422,0.0318
1a,['C5' 'C6'],Y2,0.4706,0.0586,0.4784,0.0585
1a,['C5' 'C6' 'T1'],Y2,0.4957,0.0454,0.472,0.0456
1a,['C5' 'C6' 'T1' 'T2'],Y2,0.4852,0.0467,0.4666,0.042
1a,['C5' 'C6' 'T1' 'T2' 'T3'],Y2,0.4701,0.0579,0.4628,0.0523
1a,['C5' 'C6' 'T1' 'T2' 'T3' 'T4'],Y2,0.4703,0.0325,0.4632,0.0435
1a,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5'],Y2,0.4614,0.0448,0.459,0.0474
1a,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y2,0.4694,0.0412,0.4344,0.0452
1a,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y2,0.4465,0.0511,0.4171,0.0485
1a,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y2,0.447,0.0516,0.4192,0.0516
1a,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y2,0.4487,0.0429,0.4175,0.0468
1a,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y2,0.4583,0.0471,0.4144,0.0521
1a,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio']",Y2,0.4559,0.0419,0.414,0.0498
1a,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio']",Y2,0.4555,0.0445,0.4165,0.0502
1a,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y2,0.4477,0.0363,0.4125,0.0509
1a,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y2,0.4439,0.0566,0.4107,0.0506
1a,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y2,0.428,0.0527,0.39,0.0558
1a,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y2,0.4241,0.0563,0.3549,0.0562
1a,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y2,0.4455,0.064,0.3625,0.0543
1a,['C6'],Y2,0.4742,0.0354,0.4823,0.0497
1a,['C6' 'T1'],Y2,0.5109,0.0604,0.485,0.0625
1a,['C6' 'T1' 'T2'],Y2,0.5092,0.0564,0.4933,0.0602
1a,['C6' 'T1' 'T2' 'T3'],Y2,0.4847,0.0529,0.4767,0.0675
1a,['C6' 'T1' 'T2' 'T3' 'T4'],Y2,0.4975,0.051,0.4717,0.063
1a,['C6' 'T1' 'T2' 'T3' 'T4' 'T5'],Y2,0.4778,0.0486,0.4711,0.0562
1a,['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y2,0.4741,0.053,0.449,0.0644
1a,['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y2,0.4525,0.0503,0.426,0.0577
1a,['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y2,0.4502,0.0564,0.4255,0.066
1a,['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y2,0.4572,0.0515,0.4263,0.0557
1a,['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y2,0.4552,0.0456,0.4258,0.0586
1a,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio']",Y2,0.4602,0.0532,0.424,0.0568
1a,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio']",Y2,0.4577,0.0516,0.4274,0.0568
1a,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y2,0.456,0.0461,0.422,0.0575
1a,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y2,0.4467,0.0623,0.4072,0.0516
1a,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y2,0.436,0.052,0.4017,0.0642
1a,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y2,0.4125,0.0542,0.3548,0.0613
1a,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y2,0.4335,0.0768,0.372,0.049
1a,['T1'],Y2,0.4826,0.0767,0.4674,0.0758
1a,['T1' 'T2'],Y2,0.4812,0.0762,0.4751,0.0762
1a,['T1' 'T2' 'T3'],Y2,0.4647,0.0522,0.4691,0.0765
1a,['T1' 'T2' 'T3' 'T4'],Y2,0.4819,0.0471,0.47,0.0663
1a,['T1' 'T2' 'T3' 'T4' 'T5'],Y2,0.4696,0.0329,0.4637,0.0609
1a,['T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y2,0.4855,0.048,0.4457,0.0645
1a,['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y2,0.4476,0.0581,0.4217,0.0511
1a,['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y2,0.4409,0.0509,0.414,0.0577
1a,['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y2,0.4444,0.0491,0.4187,0.0595
1a,['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y2,0.4477,0.0493,0.4182,0.0589
1a,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio']",Y2,0.4377,0.044,0.4135,0.0568
1a,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio']",Y2,0.4372,0.0504,0.4167,0.057
1a,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y2,0.4399,0.0444,0.4147,0.0578
1a,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y2,0.4506,0.061,0.4189,0.0512
1a,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y2,0.441,0.0508,0.3984,0.0645
1a,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y2,0.417,0.0636,0.3608,0.0596
1a,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y2,0.442,0.0709,0.3688,0.0569
1a,['T2'],Y2,0.4878,0.0648,0.4697,0.0674
1a,['T2' 'T3'],Y2,0.4647,0.0556,0.4576,0.0713
1a,['T2' 'T3' 'T4'],Y2,0.4835,0.0506,0.4624,0.0676
1a,['T2' 'T3' 'T4' 'T5'],Y2,0.4649,0.0376,0.452,0.0633
1a,['T2' 'T3' 'T4' 'T5' 'S1'],Y2,0.4731,0.0488,0.4429,0.0585
1a,['T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y2,0.4368,0.0706,0.4154,0.0506
1a,['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y2,0.4562,0.0434,0.422,0.0514
1a,['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y2,0.4501,0.047,0.416,0.0556
1a,['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y2,0.4486,0.0419,0.4169,0.0587
1a,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio']",Y2,0.45,0.0425,0.4181,0.0553
1a,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio']",Y2,0.445,0.0514,0.4192,0.0592
1a,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y2,0.4445,0.0456,0.4146,0.0592
1a,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y2,0.4392,0.0588,0.4029,0.0423
1a,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y2,0.433,0.0566,0.3949,0.0574
