Proccess,ID,Target,F1mean,F1std,ROCmean,ROCstd
3a,['C3~' 'C6~' 'bin_EPS'],Y2,0.4691,0.0557,0.3634,0.0375
3a,['C6~'],Y2,0.445,0.0492,0.3655,0.036
3a,['C6~' 'bin_EPS'],Y2,0.4741,0.0579,0.3652,0.0377
3a,['bin_EPS'],Y2,0.4962,0.0549,0.4783,0.0433
3b,['C1'],Y1,0.7375,0.272,0.4708,0.0571
3b,['C1' 'C4'],Y1,0.4741,0.0628,0.4534,0.0671
3b,['C1' 'C4' 'C5'],Y1,0.4741,0.0628,0.4522,0.0675
3b,['C1' 'C4' 'C5' 'C6'],Y1,0.4741,0.0628,0.4524,0.0672
3b,['C1' 'C4' 'C5' 'C6' 'T1'],Y1,0.4768,0.0653,0.4536,0.0672
3b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2'],Y1,0.4818,0.0618,0.4536,0.0665
3b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3'],Y1,0.4824,0.0625,0.4551,0.066
3b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4'],Y1,0.4848,0.0626,0.4566,0.0653
3b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5'],Y1,0.4953,0.0599,0.456,0.0662
3b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y1,0.4881,0.0642,0.4496,0.0719
3b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y1,0.4873,0.0621,0.4495,0.0725
3b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y1,0.4882,0.0607,0.4499,0.0725
3b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y1,0.4882,0.0607,0.449,0.0724
3b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio']",Y1,0.4627,0.0593,0.4248,0.0819
3b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio']",Y1,0.462,0.0662,0.39,0.0608
3b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio']",Y1,0.4621,0.0643,0.392,0.0615
3b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y1,0.4508,0.0581,0.3882,0.0514
3b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y1,0.4496,0.0448,0.3855,0.0565
3b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4274,0.0532,0.3772,0.0503
3b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0968,0.0559
3b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0973,0.0559
3b,['C4'],Y1,0.4733,0.0622,0.4576,0.0672
3b,['C4' 'C5'],Y1,0.4733,0.0622,0.4564,0.0691
3b,['C4' 'C5' 'C6'],Y1,0.4733,0.0622,0.4575,0.0698
3b,['C4' 'C5' 'C6' 'T1'],Y1,0.4796,0.0628,0.4562,0.0667
3b,['C4' 'C5' 'C6' 'T1' 'T2'],Y1,0.4825,0.0616,0.4539,0.0663
3b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3'],Y1,0.4826,0.0649,0.4556,0.0663
3b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4'],Y1,0.4861,0.063,0.4568,0.0657
3b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5'],Y1,0.4946,0.0623,0.4564,0.066
3b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y1,0.4861,0.0677,0.4504,0.0718
3b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y1,0.4867,0.061,0.4493,0.072
3b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y1,0.4882,0.0607,0.4495,0.074
3b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y1,0.4882,0.0607,0.4493,0.0737
3b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio']",Y1,0.4617,0.0604,0.4252,0.0808
3b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio']",Y1,0.4629,0.0649,0.3897,0.0607
3b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio']",Y1,0.4643,0.0646,0.392,0.0618
3b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y1,0.4516,0.0579,0.3892,0.0519
3b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y1,0.4496,0.0448,0.3858,0.0569
3b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4274,0.0532,0.3779,0.0494
3b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0968,0.0559
3b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0972,0.0559
3b,['C5'],Y1,0.7004,0.301,0.4541,0.0503
3b,['C5' 'C6'],Y1,0.702,0.2993,0.4655,0.0473
3b,['C5' 'C6' 'T1'],Y1,0.7268,0.2751,0.5032,0.0548
3b,['C5' 'C6' 'T1' 'T2'],Y1,0.6639,0.2126,0.4909,0.0508
3b,['C5' 'C6' 'T1' 'T2' 'T3'],Y1,0.6255,0.1933,0.4911,0.0511
3b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4'],Y1,0.581,0.1543,0.4913,0.0536
3b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5'],Y1,0.5444,0.0926,0.481,0.0498
3b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y1,0.5138,0.0593,0.4645,0.0534
3b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y1,0.4966,0.0631,0.4495,0.0556
3b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y1,0.4943,0.0622,0.4506,0.0533
3b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y1,0.4909,0.0557,0.4486,0.0537
3b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y1,0.4998,0.0632,0.4301,0.0742
3b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio']",Y1,0.4564,0.0568,0.3862,0.0464
3b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio']",Y1,0.4446,0.0666,0.3872,0.048
3b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y1,0.4484,0.0654,0.3869,0.0395
3b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y1,0.4411,0.0612,0.3894,0.0633
3b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y1,0.4307,0.0363,0.3827,0.0557
3b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0921,0.0496
3b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0918,0.0492
3b,['C6'],Y1,0.7296,0.2774,0.5068,0.0844
3b,['C6' 'T1'],Y1,0.7268,0.2751,0.5163,0.0507
3b,['C6' 'T1' 'T2'],Y1,0.6422,0.1991,0.4955,0.0496
3b,['C6' 'T1' 'T2' 'T3'],Y1,0.6233,0.1935,0.4935,0.0506
3b,['C6' 'T1' 'T2' 'T3' 'T4'],Y1,0.5818,0.1538,0.4933,0.0523
3b,['C6' 'T1' 'T2' 'T3' 'T4' 'T5'],Y1,0.5452,0.0921,0.4842,0.0483
3b,['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y1,0.5138,0.0593,0.4658,0.0532
3b,['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y1,0.4983,0.064,0.4513,0.0551
3b,['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y1,0.4934,0.0634,0.4521,0.0532
3b,['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y1,0.4943,0.0622,0.4489,0.053
3b,['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y1,0.4998,0.0632,0.4304,0.0742
3b,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio']",Y1,0.4564,0.0568,0.3863,0.0462
3b,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio']",Y1,0.4454,0.0665,0.3875,0.0481
3b,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y1,0.4484,0.0654,0.3875,0.0396
3b,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y1,0.4411,0.0612,0.3894,0.0633
3b,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y1,0.4307,0.0363,0.3826,0.0558
3b,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y1,0.1061,0.0502,0.092,0.0497
3b,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0918,0.0492
3b,['T1'],Y1,0.7246,0.277,0.5151,0.0516
3b,['T1' 'T2'],Y1,0.6413,0.1969,0.4939,0.0483
3b,['T1' 'T2' 'T3'],Y1,0.6199,0.1948,0.4917,0.0497
3b,['T1' 'T2' 'T3' 'T4'],Y1,0.5845,0.1529,0.4926,0.0519
3b,['T1' 'T2' 'T3' 'T4' 'T5'],Y1,0.5452,0.0921,0.4815,0.0498
3b,['T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y1,0.5138,0.0593,0.4646,0.0539
3b,['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y1,0.4983,0.064,0.4514,0.0547
3b,['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y1,0.4943,0.0622,0.4515,0.0528
3b,['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y1,0.4943,0.0622,0.4494,0.0524
3b,['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y1,0.5021,0.063,0.4303,0.0742
3b,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio']",Y1,0.4564,0.0568,0.3862,0.0462
3b,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio']",Y1,0.4454,0.0665,0.3875,0.0481
3b,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y1,0.4484,0.0654,0.3874,0.0395
3b,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y1,0.4411,0.0612,0.3894,0.0633
3b,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y1,0.4307,0.0363,0.3826,0.0558
3b,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y1,0.1061,0.0502,0.092,0.0497
3b,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0918,0.0492
3b,['T2'],Y1,0.6546,0.239,0.4886,0.0476
3b,['T2' 'T3'],Y1,0.6206,0.195,0.4886,0.0484
3b,['T2' 'T3' 'T4'],Y1,0.5814,0.1547,0.4904,0.051
3b,['T2' 'T3' 'T4' 'T5'],Y1,0.5504,0.1007,0.4807,0.049
3b,['T2' 'T3' 'T4' 'T5' 'S1'],Y1,0.5101,0.0593,0.4638,0.0542
3b,['T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y1,0.4983,0.0657,0.4516,0.0546
3b,['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y1,0.4904,0.0653,0.4521,0.0531
3b,['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y1,0.4897,0.064,0.4502,0.0526
3b,['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y1,0.5009,0.066,0.4297,0.0738
3b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio']",Y1,0.4554,0.0584,0.3866,0.0467
3b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio']",Y1,0.4459,0.0615,0.3875,0.048
3b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y1,0.4507,0.0651,0.3874,0.0395
3b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y1,0.4411,0.0612,0.3893,0.0632
3b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y1,0.4297,0.0364,0.3826,0.0555
3b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0916,0.0496
3b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0914,0.0481
3b,['T3'],Y1,0.6588,0.2356,0.4882,0.0474
3b,['T3' 'T4'],Y1,0.6369,0.1913,0.4921,0.0521
3b,['T3' 'T4' 'T5'],Y1,0.5804,0.1581,0.4792,0.0492
3b,['T3' 'T4' 'T5' 'S1'],Y1,0.528,0.0756,0.4614,0.0543
3b,['T3' 'T4' 'T5' 'S1' 'S2'],Y1,0.5002,0.0609,0.4491,0.055
3b,['T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y1,0.4903,0.0615,0.4512,0.0525
3b,['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y1,0.4888,0.0605,0.4495,0.0512
3b,['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y1,0.5091,0.0685,0.4296,0.0715
3b,['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y1,0.4554,0.0584,0.3858,0.0461
3b,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio']",Y1,0.444,0.0625,0.3871,0.0473
3b,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y1,0.4466,0.0672,0.3875,0.0391
3b,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y1,0.442,0.0619,0.3889,0.0616
3b,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4309,0.0331,0.3825,0.0546
3b,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0907,0.0489
3b,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0911,0.0483
3b,['T4'],Y1,0.6967,0.2589,0.4938,0.0551
3b,['T4' 'T5'],Y1,0.5993,0.207,0.4745,0.0517
3b,['T4' 'T5' 'S1'],Y1,0.5297,0.0913,0.4598,0.0558
3b,['T4' 'T5' 'S1' 'S2'],Y1,0.5032,0.076,0.4436,0.0544
3b,['T4' 'T5' 'S1' 'S2' 'S3'],Y1,0.4981,0.0658,0.4473,0.0529
3b,['T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y1,0.4988,0.0661,0.446,0.0509
3b,['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y1,0.5101,0.0708,0.4288,0.0723
3b,['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y1,0.4554,0.0584,0.3856,0.0457
3b,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio']",Y1,0.4426,0.055,0.3865,0.0467
3b,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y1,0.4458,0.0616,0.3873,0.0387
3b,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y1,0.4412,0.0619,0.3888,0.0604
3b,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4283,0.0313,0.3819,0.0543
3b,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0904,0.0488
3b,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0916,0.0485
3b,['T5'],Y1,0.6407,0.2412,0.463,0.0528
3b,['T5' 'S1'],Y1,0.5412,0.1089,0.4541,0.056
3b,['T5' 'S1' 'S2'],Y1,0.5089,0.0804,0.4401,0.0528
3b,['T5' 'S1' 'S2' 'S3'],Y1,0.5032,0.0743,0.4431,0.0486
3b,['T5' 'S1' 'S2' 'S3' 'C5~'],Y1,0.5032,0.0743,0.4414,0.0478
3b,['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y1,0.5063,0.0662,0.4285,0.0724
3b,['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y1,0.4598,0.0614,0.385,0.045
3b,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio']",Y1,0.4396,0.0588,0.3861,0.046
3b,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y1,0.4458,0.0616,0.3862,0.0386
3b,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y1,0.4372,0.0611,0.389,0.06
3b,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4283,0.0313,0.3824,0.0541
3b,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0913,0.0486
3b,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0916,0.0483
3b,['S1'],Y1,0.5545,0.1746,0.4407,0.0692
3b,['S1' 'S2'],Y1,0.5164,0.0991,0.4327,0.054
3b,['S1' 'S2' 'S3'],Y1,0.5154,0.0966,0.4371,0.0533
3b,['S1' 'S2' 'S3' 'C5~'],Y1,0.5099,0.0929,0.4355,0.0504
3b,['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y1,0.506,0.0683,0.4306,0.0683
3b,['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y1,0.4588,0.0604,0.3856,0.0442
3b,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio']",Y1,0.4464,0.0649,0.3874,0.0467
3b,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y1,0.4482,0.0689,0.3859,0.0382
3b,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y1,0.4315,0.0544,0.3896,0.0588
3b,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4305,0.0341,0.3829,0.0536
